FOG	HOG	Parent	rgm	sai	spo	ncr	tre	ang	lst	yli	arx	nfu	aru	pta	ppa	kcp	car	opm	dbx	pme	pku	bin	mbi	mgu	dha	pic	spa	wan	cut	hva	kla	lth	zro	sce	vpo
FOG01667	HOG00710		rgm|A0A0P9EKA3	sai|UPI000866B3FE;sai|UPI000866B649;sai|UPI000867CF21	spo|Q9UTD0	ncr|Q1K7T9	tre|G0RUU6	ang|A2QHU9	lst|A0A1E3QA55	yli|Q6CHD4	arx|A0A060T765	nfu|A0A1E3PQM9	aru|A0A1D2V9V8	pta|A0A1E4U0L1	ppa|C4QX69	kcp|W6MQC7	car|A0A1E4T4G0	opm|W1Q6R6	dbx|Dekbr2_7576	pme|A0A1E3NQ31	pku|A0A099P853	bin|A0A1E3QYY5	mbi|A0A1A0HBE1	mgu|A5DAQ6	dha|Q6BKI0	pic|A3LWH9	spa|G3AV46	wan|A0A1E3NW46	cut|A0A1E4S1F2	hva|A0A1B7TJ17	kla|Q6CVF4	lth|C5DGE5	zro|C5E1D3	sce|Q12676	vpo|A7TSL3
FOG01668	HOG00710																																	sce|P36001	
FOG01669	HOG00711		rgm|A0A0P9F1P1	sai|UPI000866C24C	spo|O74742	ncr|O13492	tre|G0RMX0	ang|A2QI71	lst|A0A1E3QB80	yli|Q6C4Q7	arx|A0A060TAX6	nfu|A0A1E3PL71	aru|A0A1D2VIT6	pta|A0A1E4TRB6	ppa|C4R747	kcp|W6MM90	car|A0A1E4SW78	opm|W1QD13	dbx|Dekbr2_49564	pme|A0A1E3NID9	pku|A0A099P6P7	bin|A0A1E3QZN3	mbi|A0A1A0HKP9	mgu|A5DDY1	dha|Q6BM37	pic|A3LUA8	spa|G3ALB0	wan|A0A1E3NWI6	cut|A0A1E4S355	hva|A0A1B7THC6	kla|Q6CKE5	lth|C5DEZ7	zro|C5DXR5	sce|Q08645	vpo|A7TKN6
FOG01670	HOG00711					ncr|Q7SFD9	tre|G0RMX1																												
FOG01671	HOG00711		rgm|A0A194S7W6	sai|UPI000866D0D3	spo|O59725	ncr|Q7SFD8	tre|G0RMY6	ang|A2QI68	lst|A0A1E3Q7Y9	yli|Q6C060	arx|A0A060THT5	nfu|A0A1E3PFA7;nfu|A0A1E3PRD5	aru|A0A1D2VRI4	pta|A0A1E4TQC1	ppa|C4QXN2	kcp|W6MWP6	car|A0A1E4T3G9	opm|W1QF18	dbx|Dekbr2_25356	pme|A0A1E3NJA1	pku|A0A099NYE1	bin|A0A1E3QTQ1	mbi|A0A1A0GZ53	mgu|A5D9S8	dha|Q6BXM9	pic|A3LQS0	spa|G3AI08	wan|A0A1E3P7Z2	cut|A0A1E4S6S5	hva|A0A1B7TE61	kla|Q6CSB8	lth|C5E325	zro|C5E1J1	sce|P36112	vpo|A7TSS9
FOG01672	HOG00711							ang|A2QCB5;ang|A2QK88																											
FOG01673	HOG00712		rgm|A0A194S3T3	sai|UPI000618E00E	spo|P36591	ncr|U9W889	tre|G0RCX5	ang|A2QZD9	lst|A0A1E3Q5U5	yli|Q6CC38	arx|A0A060T4G3	nfu|A0A1E3PD95	aru|A0A1D2VIU7	pta|A0A1E4TW17	ppa|C4QXY7	kcp|W6ML01	car|A0A1E4T4R8	opm|W1QCR3				bin|A0A1E3QKJ0	mbi|A0A1A0HDE3	mgu|A5DKQ5	dha|Q6BTR6	pic|A3LSL9	spa|G3AV57	wan|A0A1E3PAV1	cut|A0A1E4S694	hva|A0A1B7TH50	kla|Q6CRP4	lth|C5DEY6	zro|C5DXQ4	sce|P07807	vpo|A7TKP4
FOG01674	HOG00712		rgm|A0A194S8T6;rgm|A0A194SCW9	sai|UPI000618E127	spo|O13897	ncr|Q7SGJ0	tre|G0RTK4	ang|A2QXP3;ang|A2RA04	lst|A0A1E3QHK9	yli|Q6C8U4	arx|A0A060T9D6	nfu|A0A1E3PHC7	aru|A0A1D2VK28	pta|A0A1E4TNC8	ppa|C4QZN9	kcp|W6MQ97	car|A0A1E4T684	opm|W1Q7S9	dbx|Dekbr2_50042	pme|A0A1E3NMJ8	pku|A0A099NR63;pku|A0A099NY20	bin|A0A1E3QT23;bin|A0A1E3QV05	mbi|A0A1A0H5W4	mgu|A5DIG1	dha|Q6BHB8	pic|A3LVR1	spa|G3ASF3	wan|A0A1E3NZB8	cut|A0A1E4RZX0	hva|A0A1B7TB70	kla|Q6CU78;kla|Q6CU79	lth|C5DF72	zro|C5DPT6;zro|C5DPT7	sce|Q05015;sce|Q99369	vpo|A7TMH1;vpo|A7TRH7
FOG01675	HOG00712							ang|A2R5Q9																											
FOG01676	HOG00713						tre|G0RHH2	ang|A2QBL2;ang|A2QH05;ang|A2QKB5;ang|A2QW55;ang|A2R4Z5																											
FOG01677	HOG00714												aru|A0A1D2VAR9	pta|A0A1E4U014									mbi|A0A1A0HCZ2	mgu|A5DDJ3	dha|Q6BMH3	pic|A3GEV3	spa|G3AS20	wan|A0A1E3P9R9	cut|A0A1E4S3N9	hva|A0A1B7TE45	kla|Q6CTP8	lth|C5DM84	zro|C5E0X0	sce|P38777	vpo|A7TMX9
FOG01678	HOG00715		rgm|A0A194S5R6	sai|UPI00086727CD	spo|Q8WZJ7	ncr|V5IM43	tre|G0RCT6	ang|A2QEV9	lst|A0A1E3Q0J2	yli|F2Z650	arx|A0A060T8K2	nfu|A0A1E3PM07	aru|A0A1D2VIW2;aru|A0A1D2VNM0	pta|A0A1E4TTI1		kcp|W6MH52	car|A0A1E4T1D2	opm|W1Q9E2	dbx|Dekbr2_3702	pme|A0A1E3NKT0	pku|A0A099P2F6	bin|A0A1E3QU43	mbi|A0A1A0HC95	mgu|A5DLD4	dha|Q6BGV3	pic|A3LP93	spa|G3AHG7	wan|A0A1E3NW77	cut|A0A1E4RVS7	hva|A0A1B7TEE4	kla|Q6CMZ4	lth|C5DCA6	zro|C5E0C3		vpo|A7TET3
FOG01679	HOG00715	paralog:FOG01678								yli|Q6BZU8	arx|A0A060T747	nfu|A0A1E3PST5	aru|A0A1D2VF00	pta|A0A1E4U0A9	ppa|C4QZ19	kcp|W6MSN8	car|A0A1E4SY39	opm|W1QFS4	dbx|Dekbr2_40343	pme|A0A1E3NRZ3	pku|A0A099P6W0	bin|A0A1E3QJE1	mbi|A0A1A0HIE8	mgu|A5DD97	dha|B5RU38	pic|A3LZQ8	spa|G3AJE1	wan|A0A1E3P504	cut|A0A1E4RWX3	hva|A0A1B7T9A6	kla|Q6CNH8	lth|C5DIQ5	zro|C5E0I2	sce|P09440	vpo|A7TTB9
FOG01680	HOG00715	paralog:FOG01678				ncr|V5IKQ3																													
FOG01681	HOG00715	ohnolog:FOG01678																												hva|A0A1B7TAA0				sce|P07245	
FOG01682	HOG00715	paralog:FOG01678			spo|O43007																														
FOG01683	HOG00716		rgm|A0A194SBR5	sai|UPI000867202D	spo|Q9P7W2	ncr|Q7S9V3	tre|G0R9P0	ang|A2QMB9	lst|A0A1E3PZW2;lst|A0A1E3QAY3	yli|Q6CAN2	arx|A0A060T4A3	nfu|A0A1E3PSA0	aru|A0A1D2VK14	pta|A0A1E4U364	ppa|C4R7A3	kcp|W6MLE3	car|A0A1E4T5Z9	opm|opm_AYbRAH_00040	dbx|Dekbr2_25904	pme|A0A1E3NMF0	pku|A0A099NU08;pku|A0A099NVZ4	bin|A0A1E3QP86	mbi|A0A1A0H6N1	mgu|A5DQN3	dha|Q6BSV4	pic|A3LUI4	spa|G3AF13	wan|A0A1E3P0T0	cut|A0A1E4S066		kla|Q6CX89	lth|C5DFQ7	zro|C5E1Q2	sce|P40099	vpo|A7TT80
FOG01684	HOG00716							ang|A2QCI2																											
FOG01685	HOG00717		rgm|A0A194SEQ0	sai|UPI000618E5C2	spo|Q9P786	ncr|V5IRP0	tre|G0RDL1	ang|A2R8J8	lst|A0A1E3Q1W1	yli|Q6CEX7	arx|A0A060T148	nfu|A0A1E3PH63;nfu|A0A1E3PR53	aru|A0A1D2VG03	pta|A0A1E4TV12	ppa|C4QVL0	kcp|W6MX35	car|A0A1E4SWH7	opm|W1QBS2	dbx|Dekbr2_45276	pme|A0A1E3NDJ4	pku|A0A099NYN1	bin|A0A1E3QVN1	mbi|A0A1A0HG85	mgu|A5DA37	dha|Q6BQP7	pic|A3LYP8	spa|G3AE97	wan|A0A1E3PAC9	cut|A0A1E4S9N1	hva|A0A1B7TD43	kla|Q6CXI5	lth|C5DJN0	zro|C5DNU5	sce|Q02046	vpo|A7TQ26
FOG01686	HOG00718		rgm|A0A194S994	sai|UPI000867367C	spo|O74927	ncr|Q7S2B6	tre|G0RUZ1	ang|A2QUJ5	lst|A0A1E3QGI8	yli|Q6CEM7	arx|A0A060TB28	nfu|A0A1E3PKC7	aru|A0A1D2VNE1	pta|A0A1E4TR94	ppa|C4R2L4	kcp|W6MQN2	car|A0A1E4T4W9	opm|W1QL71	dbx|Dekbr2_4006	pme|A0A1E3NPT0	pku|A0A099NXW4	bin|A0A1E3QX95	mbi|A0A1A0HIM1	mgu|A5DE00	dha|Q6BM19	pic|A3LW82	spa|G3AM20	wan|A0A1E3PBU7	cut|A0A1E4S9U1	hva|A0A1B7T8Q4	kla|Q6CR34	lth|C5DIA7	zro|C5DPF1	sce|P46151	vpo|A7TRT4
FOG01687	HOG00718		rgm|A0A194S432	sai|UPI000618EFB7	spo|Q10258	ncr|Q7S830	tre|G0RA43	ang|A2QCE3	lst|A0A1E3QHV1	yli|Q6CG63	arx|A0A060TI73	nfu|A0A1E3PJM3	aru|A0A1D2V8L2	pta|A0A1E4U086	ppa|C4R2Q6	kcp|W6MNN2	car|A0A1E4T374	opm|W1Q8J0	dbx|Dekbr2_5226	pme|A0A1E3NQ54	pku|A0A099NZC4	bin|A0A1E3QHM9	mbi|A0A1A0HD02	mgu|A5DMZ7	dha|B5RV11	pic|A3LUC7	spa|G3AQG4	wan|A0A1E3P3T8	cut|A0A1E4S558	hva|A0A1B7TG70	kla|Q6CKM1	lth|C5E2N6	zro|C5E412	sce|P53128	vpo|A7TTE9
FOG01688	HOG00719		rgm|A0A194S1P2	sai|UPI000867980B	spo|O13774	ncr|P51599	tre|G0R924	ang|A2QUD9	lst|A0A1E3Q123	yli|Q6CHC2	arx|A0A060T8J3	nfu|A0A1E3PFG0;nfu|A0A1E3PQU9	aru|A0A1D2VJ95	pta|A0A1E4TTI8	ppa|C4QVZ7	kcp|W6MPL2	car|A0A1E4T2I8	opm|W1QCB3	dbx|Dekbr2_5412	pme|A0A1E3NHK2	pku|A0A099P8N7	bin|A0A1E3QXP4	mbi|A0A1A0H5X3	mgu|A5DIE0	dha|Q6BH96	pic|A3LNS0	spa|G3ASI1	wan|A0A1E3P0E4	cut|A0A1E4SA32	hva|A0A1B7TGS3	kla|Q6CXB4	lth|C5DD81	zro|C5DVK7	sce|P51601	vpo|A7TNW0
FOG01689	HOG00720		rgm|A0A194SBI1	sai|UPI000867125E	spo|O60109	ncr|U9W3G5;ncr|U9W3L2	tre|G0REV0	ang|A5AAV2		yli|Q6C1F6	arx|A0A060SZD7	nfu|A0A1E3PLM5	aru|A0A1D2VSI5	pta|A0A1E4TQP4	ppa|C4R2X1	kcp|W6MIH3	car|A0A1E4T1S8	opm|W1QIT9	dbx|Dekbr2_8563	pme|A0A1E3NSN4	pku|A0A099NX85	bin|A0A1E3QIJ7	mbi|A0A1A0H8W3	mgu|A5DGG1	dha|Q6BW32	pic|A3LRY5	spa|G3AMU3	wan|A0A1E3P771	cut|A0A1E4RYH9	hva|A0A1B7THD0	kla|Q6CNG1	lth|C5DID4	zro|C5DXX4	sce|P11491	vpo|A7TI09
FOG01690	HOG00720	paralog:FOG01689																							dha|Q6BN39	pic|A3LRY4									
FOG01691	HOG00720	paralog:FOG01689		sai|UPI000866B5B6					lst|A0A1E3QAU2																										
FOG01692	HOG00721			sai|UPI0008671411	spo|O42951	ncr|V5ILP1	tre|G0RLT3	ang|A2QGX2	lst|A0A1E3PZ65	yli|Q6C8W9	arx|A0A060T191	nfu|A0A1E3PR01	aru|A0A1D2VPR6	pta|A0A1E4U057	ppa|C4R7E6	kcp|W6MT10	car|A0A1E4SW34	opm|W1Q7A8	dbx|Dekbr2_4658	pme|A0A1E3NH72	pku|A0A099P0D4	bin|A0A1E3QLI2	mbi|A0A1A0HHU0	mgu|A5DIA1	dha|Q6BJA7	pic|A3LND6	spa|G3AMI3	wan|A0A1E3PAD7	cut|A0A1E4S7L2	hva|A0A1B7TGV2	kla|Q6CXC0	lth|C5DD75	zro|C5DVL4	sce|Q03266	vpo|A7TNV5
FOG01693	HOG00722		rgm|A0A0P9EEE2	sai|UPI000618E4DF	spo|Q09768	ncr|Q8X0X0	tre|G0RDX8	ang|A2QE80	lst|A0A1E3Q891	yli|Q6C433	arx|A0A060T4F1	nfu|A0A1E3PCG0	aru|A0A1D2V8D6	pta|A0A1E4TZZ3	ppa|C4QWC7	kcp|W6MFX2	car|A0A1E4T521	opm|W1QLQ5	dbx|Dekbr2_42016	pme|A0A1E3NS40	pku|A0A099P1G1	bin|A0A1E3QLV9	mbi|A0A1A0H803	mgu|A5DIM3	dha|Q6BJY3	pic|A3LWV8	spa|G3AG44	wan|A0A1E3P3A1	cut|A0A1E4S3S9	hva|A0A1B7TKE9	kla|Q6CK28	lth|C5DG89	zro|C5DX36	sce|P32477	vpo|A7TQJ8
FOG01694	HOG00722			sai|UPI0008673BE6;sai|UPI000867D6B1				ang|A2QQ49																											
FOG01695	HOG00723		rgm|A0A0P9ET97	sai|UPI000618F4E4	spo|P35669	ncr|U9W4L8;ncr|U9WGH7	tre|G0RD22	ang|A2QTR7	lst|A0A1E3QD12	yli|Q6CBL1	arx|A0A060T835	nfu|A0A1E3PEV2	aru|A0A1D2VPI6	pta|A0A1E4U2C3	ppa|C4QYM5	kcp|W6MJL9	car|A0A1E4T3B9	opm|W1QEQ9	dbx|Dekbr2_24362	pme|A0A1E3NEH8	pku|A0A099NVW6	bin|A0A1E3QHW0	mbi|A0A1A0HKJ9	mgu|A5DCK0	dha|Q6BTV7	pic|A3LSH4	spa|G3AJG6	wan|A0A1E3P2J5	cut|A0A1E4RZS3	hva|A0A1B7TDE0	kla|Q6CKW7	lth|C5DG49	zro|C5DVB6	sce|Q08220	vpo|A7TPL3
FOG01696	HOG00723							ang|A2QB24																											
FOG01697	HOG00724		rgm|A0A0P9F9W3	sai|UPI000618F65A;sai|UPI0008672702	spo|O14194;spo|Q9US04	ncr|Q7RV00	tre|G0RSF9;tre|G0RVP9	ang|A2R1I0		yli|Q6CC93	arx|A0A060T7R1	nfu|A0A1E3PQK6	aru|A0A1D2VF51	pta|A0A1E4TRX2	ppa|C4R4X3	kcp|W6MJ73		opm|W1QG28	dbx|Dekbr2_42568	pme|A0A1E3NS22;pme|A0A1E3NSC5	pku|A0A099P0V5	bin|A0A1E3QZI2	mbi|A0A1A0HHS7	mgu|A5DN71	dha|Q6BSF9	pic|A3LX55	spa|G3AEL2	wan|A0A1E3P7R2	cut|A0A1E4RV73	hva|A0A1B7TF29	kla|Q6CUF5	lth|C5E2R3	zro|C5DWH7	sce|Q05902	vpo|A7TPD9
FOG01698	HOG00725		rgm|A0A194S2K8	sai|UPI0008675428		ncr|Q1K7M2	tre|G0RSV1;tre|G0RUQ3	ang|A2Q9X0;ang|A2QEY7	lst|A0A1E3Q0W9	yli|Q6CBA5	arx|A0A060T5W5	nfu|A0A1E3PHJ8		pta|A0A1E4U206		kcp|W6MXA4		opm|W1QBG0		pme|A0A1E3NKC9	pku|A0A099NQ14;pku|A0A099NZM1	bin|A0A1E3QSN5		mgu|A5DMR1	dha|Q6BHM1;dha|Q6BTU0	pic|A3LTM0	spa|G3AH60	wan|A0A1E3NXF2	cut|A0A1E4S2V8		kla|Q6CIY3		zro|C5E4F1		
FOG01699	HOG00726		rgm|A0A194S5H6	sai|UPI000867E19D	spo|Q9P6I2	ncr|Q1K5Y1	tre|G0RE18	ang|A2QY36	lst|A0A1E3QCJ8	yli|Q6C1A8;yli|Q6CF83	arx|A0A060T1K2	nfu|A0A1E3PDW2;nfu|A0A1E3PPE0	aru|A0A1D2VD20	pta|A0A1E4TNF1	ppa|C4QVB5	kcp|W6MRG7	car|A0A1E4T147	opm|W1Q808	dbx|Dekbr2_7309	pme|A0A1E3NTD9	pku|A0A099P3U7	bin|A0A1E3QT42	mbi|A0A1A0H5I4	mgu|A5DIF9	dha|Q6BHB5	pic|A3LVT2	spa|G3ASF6	wan|A0A1E3P3H8	cut|A0A1E4S3U7	hva|A0A1B7TFN6	kla|Q6CYE6	lth|C5DLI5	zro|C5E4W4	sce|P43616	vpo|A7TQT0
FOG01700	HOG00726							ang|A2QKD8																											
FOG01701	HOG00727		rgm|A0A194S645	sai|UPI0008671196	spo|P78965	ncr|Q873E8	tre|G0R8F3	ang|A2QGK8	lst|A0A1E3QCQ4	yli|Q6C5H4	arx|A0A060T9F0	nfu|A0A1E3PIM0;nfu|A0A1E3PJN5	aru|A0A1D2VNH7	pta|A0A1E4U3P6	ppa|C4R686	kcp|W6MR14	car|A0A1E4T4K6	opm|W1Q8E5	dbx|Dekbr2_26570	pme|A0A1E3NJS1	pku|A0A099P388	bin|A0A1E3QM29	mbi|A0A1A0HF85	mgu|A5DJ80	dha|Q6BPI1	pic|A3LR48	spa|G3AP45	wan|A0A1E3P157	cut|A0A1E4RX46;cut|A0A1E4RX99	hva|A0A1B7TEP7	kla|Q6HA23	lth|C5DIK3	zro|C5DYP1	sce|P41921	vpo|A7TGK8;vpo|A7TRF4
FOG01702	HOG00727																									pic|A3GI90									
FOG01703	HOG00728		rgm|A0A194S1P1	sai|UPI000867AF50	spo|O74790	ncr|Q7SDJ8	tre|G0RDN4	ang|A2R5A2	lst|A0A1E3PXA4	yli|Q6CES4	arx|A0A060TA09	nfu|A0A1E3PJI5	aru|A0A1D2VLD5	pta|A0A1E4TXX1	ppa|C4QZI7	kcp|W6MQX7	car|A0A1E4SVC8	opm|W1QCV6	dbx|Dekbr2_30838	pme|A0A1E3NH73	pku|A0A099P1K5	bin|A0A1E3QMF4	mbi|A0A1A0H266	mgu|A5DIU5	dha|Q6BP74	pic|A3GGH5	spa|G3AGQ2	wan|A0A1E3P6A5	cut|A0A1E4RYL7	hva|A0A1B7TIM8	kla|Q6CSU2	lth|C5DN52	zro|C5DRW6	sce|P32642;sce|Q03835	vpo|A7TRJ2
FOG01704	HOG00728		rgm|A0A194S0W6	sai|UPI000866AD8C	spo|Q9HDW8	ncr|Q1K6V6	tre|G0RUQ2	ang|A2QHK0	lst|A0A1E3PZJ9	yli|Q6C0W3	arx|A0A060T5H7	nfu|A0A1E3PDS9	aru|A0A1D2VPW1	pta|A0A1E4U363	ppa|C4QXR8			opm|W1Q726	dbx|Dekbr2_5682	pme|A0A1E3NJS6	pku|A0A099NVJ5;pku|A0A099P167	bin|A0A1E3QYD0	mbi|A0A1A0HBF5		dha|B5RUN6	pic|A3LWS1	spa|G3AG79	wan|A0A1E3PDI9	cut|A0A1E4RUH4	hva|A0A1B7TH45	kla|Q6CVT2	lth|C5DIF2	zro|C5DXZ2	sce|Q02784	vpo|A7TMJ7
FOG01705	HOG00729		rgm|A0A194SAZ8	sai|UPI000866AB54	spo|O74887				lst|A0A1E3PYM8	yli|Q6CEJ7	arx|A0A060TI57	nfu|A0A1E3PH20	aru|A0A1D2VL41	pta|A0A1E4TS28	ppa|C4R2H3	kcp|W6MUK5	car|A0A1E4ST43	opm|W1QJG6	dbx|Dekbr2_48793	pme|A0A1E3NK05	pku|A0A099NYV6	bin|A0A1E3QUQ6	mbi|A0A1A0HCN1	mgu|A5DHN0	dha|Q6BIH9	pic|A3LQ08	spa|G3ARB7	wan|A0A1E3P7F2	cut|A0A1E4S6U1	hva|A0A1B7TCL6	kla|Q6CWT6	lth|C5DLZ5	zro|C5DWC2	sce|P34760	vpo|A7TFV0;vpo|A7TJA7
FOG01706	HOG00729																																	sce|Q04120	
FOG01707	HOG00730		rgm|A0A194S276	sai|UPI0008672391		ncr|Q7S4F4	tre|G0RKL5	ang|A2QIF8	lst|A0A1E3Q3T3	yli|Q6CGH1	arx|A0A060TGX2	nfu|A0A1E3PFL2;nfu|A0A1E3PSR3	aru|A0A1D2VHV3	pta|A0A1E4TR21	ppa|C4QX37	kcp|W6MVY0	car|A0A1E4SZY5	opm|W1Q7A6	dbx|Dekbr2_42853	pme|A0A1E3NHW3;pme|A0A1E3NJG7	pku|A0A099P746	bin|A0A1E3QX28	mbi|A0A1A0H9J8	mgu|A5DR47	dha|Q6BLY9	pic|A3LY33	spa|G3AVJ3	wan|A0A1E3P8K7	cut|A0A1E4RXX5						
FOG01708	HOG00730	paralog:FOG01711						ang|A2QH54		yli|Q6C0N4;yli|Q6C6Q3;yli|Q6C8A2;yli|Q6C8K8;yli|Q6CBS1;yli|Q6CDB7;yli|Q6CG55;yli|Q6CGA9;yli|Q6CH72;yli|Q6CHQ7;yli|Q6CHU0;yli|Q6CHW6;yli|Q6CHZ1;yli|Q6CI51																									
FOG01709	HOG00730		rgm|A0A0P9IUR8;rgm|A0A194S2J8	sai|UPI0008682834	spo|P15258	ncr|V5IKY8;ncr|V5ILG5		ang|A2QIF7	lst|A0A1E3QBF1																										
FOG01710	HOG00730							ang|A2QX51	lst|A0A1E3QI23	yli|Q6C2G0	arx|A0A060T3K8	nfu|A0A1E3PNK9	aru|A0A1D2V9Q5	pta|A0A1E4TXC2	ppa|C4R5X9	kcp|W6MLZ3	car|A0A1E4T6C4	opm|W1Q7Q2	dbx|Dekbr2_132217	pme|A0A1E3NHT8	pku|A0A099P4T4	bin|A0A1E3QKP6	mbi|A0A1A0HKF1	mgu|A5DKR6	dha|Q6BTQ7	pic|A3LR26	spa|G3AIF3	wan|A0A1E3PCN3	cut|A0A1E4S8S6		kla|Q6CMH0	lth|C5DE71	zro|C5DQV3	sce|P34227	
FOG01711	HOG00730		rgm|A0A194SBD7	sai|UPI0008670908	spo|O59742	ncr|Q7RY84	tre|G0RWU8	ang|A2QDB9	lst|A0A1E3Q6I4	yli|Q6CE38	arx|A0A060TGH7	nfu|A0A1E3PEB5	aru|A0A1D2VMZ8	pta|A0A1E4TZ44	ppa|C4R5Z7	kcp|W6ML61	car|A0A1E4STG9	opm|W1QF80	dbx|Dekbr2_34546	pme|A0A1E3NG95	pku|A0A099P9C6	bin|A0A1E3QJZ0	mbi|A0A1A0H7T8	mgu|A5DLU8	dha|B5RSP9	pic|A3GG12	spa|G3AFT2	wan|A0A1E3P4Q1	cut|A0A1E4S352	hva|A0A1B7T9A9;hva|A0A1B7TGV0	kla|Q6CIN0	lth|C5DGS0	zro|C5E4H3	sce|Q03690	vpo|A7TQT8
FOG01712	HOG00731					ncr|Q7SG03	tre|G0RNN0	ang|A2QAU0	lst|A0A1E3QBQ7	yli|Q6CE21;yli|Q6CHD1	arx|A0A060T4M2					kcp|W6MI10	car|A0A1E4T4A6			pme|A0A1E3NE43		bin|A0A1E3QMV9			dha|Q6BTN5	pic|A3LS91	spa|G3AE39	wan|A0A1E3P4G2	cut|A0A1E4S5Y9						
FOG01713	HOG00732		rgm|A0A194S751	sai|UPI0008676EFD	spo|O59858	ncr|Q7S060	tre|G0RHF8	ang|A2QDS3	lst|A0A1E3PY12	yli|Q6C7A8	arx|A0A060T2X0	nfu|A0A1E3PK09;nfu|A0A1E3PK37	aru|A0A1D2VMM3	pta|A0A1E4TZ56;pta|A0A1E4TZ57	ppa|C4R1Z9	kcp|W6MR18	car|A0A1E4SYE2	opm|W1QB97	dbx|Dekbr2_41430	pme|A0A1E3NNQ7	pku|A0A099P8S7	bin|A0A1E3QL87	mbi|A0A1A0HA38	mgu|A5DE26	dha|Q6BLZ6	pic|A3LUW2	spa|G3ATT9	wan|A0A1E3P093;wan|A0A1E3P348	cut|A0A1E4RZY7	hva|A0A1B7TF03	kla|Q6CL04	lth|C5E2J9	zro|C5DWA9;zro|C5E1K7	sce|P38143;sce|P40581	vpo|A7TEB6;vpo|A7TJK2
FOG01714	HOG00732												aru|A0A1D2VL94										mbi|A0A1A0HKQ8		dha|Q6BUT0	pic|A3GFQ6	spa|G3AGE1								
FOG01715	HOG00732																							mgu|A5DLK3						hva|A0A1B7TFC5					
FOG01716	HOG00732																																	sce|P36014	
FOG01717	HOG00732												aru|A0A1D2VL86;aru|A0A1D2VLA4																		kla|Q6CS50				
FOG01718	HOG00733		rgm|A0A0P9EWT6	sai|UPI0008675BF5	spo|Q92375	ncr|P51978	tre|G0RNR2	ang|A2Q9P0	lst|A0A1E3QFI5	yli|Q6C7L4	arx|A0A060T8J5	nfu|A0A1E3PRC8	aru|A0A1D2VKI1	pta|A0A1E4TVX4	ppa|C4R2E7	kcp|W6MHQ9	car|A0A1E4SX05	opm|W1QIB5	dbx|Dekbr2_5320	pme|A0A1E3NRC1	pku|A0A099P5J5	bin|A0A1E3QKH5	mbi|A0A1A0HKG3	mgu|A5DHD0	dha|Q6BIS1	pic|A3LVL9	spa|G3APR4	wan|A0A1E3P4P9	cut|A0A1E4RU40	hva|A0A1B7TGH1	kla|Q6HA24	lth|C5DJH9	zro|C5DPV0	sce|P29509	vpo|A7THU7;vpo|A7TKX8
FOG01719	HOG00733	ohnolog:FOG01718																																sce|P38816	
FOG01720	HOG00734	paralog:FOG01721		sai|UPI0008673FB2	spo|Q8TFH0	ncr|V5INJ7;ncr|V5IR35	tre|G0RL36		lst|A0A1E3Q5D8	yli|Q6C045	arx|A0A060T0T9	nfu|A0A1E3PK32;nfu|A0A1E3PK43	aru|A0A1D2VS23	pta|A0A1E4TYY1	ppa|C4R2Z9	kcp|W6MV99	car|A0A1E4SYG3	opm|W1Q9K8	dbx|Dekbr2_50778	pme|A0A1E3NJ28		bin|A0A1E3QZZ7	mbi|A0A1A0HL37	mgu|A5DE31	dha|Q6BT67	pic|A3LYR6	spa|G3AQ15	wan|A0A1E3NXG1	cut|A0A1E4S3B6		kla|Q6CLD8	lth|C5DML4	zro|C5DUY8	sce|P40433	vpo|A7THF8;vpo|A7TLY2
FOG01721	HOG00734		rgm|A0A194S8N7	sai|UPI00086803D6	spo|Q9URZ7	ncr|Q7S2P1	tre|G0RS56	ang|A2QMH3	lst|A0A1E3Q4Z3	yli|Q6C5J2	arx|A0A060TE12	nfu|A0A1E3PQF2	aru|A0A1D2VBQ2	pta|A0A1E4TWI5	ppa|C4QZP0	kcp|W6MJT3	car|A0A1E4T7B2	opm|W1QHD3	dbx|Dekbr2_7011	pme|A0A1E3NQN6	pku|A0A099P6W3	bin|A0A1E3QHQ3	mbi|A0A1A0H7F5	mgu|A5DF93	dha|Q6BY92	pic|A3LZ36	spa|G3AJI4	wan|A0A1E3P608	cut|A0A1E4RYE4	hva|A0A1B7TAL9	kla|Q6CW26	lth|C5DKJ1	zro|C5E156	sce|P32604	vpo|A7TGQ5
FOG01722	HOG00734	paralog:FOG01720											aru|A0A1D2VRY5	pta|A0A1E4U308	ppa|C4R191	kcp|W6MQ88	car|A0A1E4SZV6	opm|W1Q8A1	dbx|Dekbr2_23619	pme|A0A1E3NHP5	pku|A0A099P7G7	bin|A0A1E3QQL5													
FOG01723	HOG00734				spo|Q9UTE1																														
